fixed_costs,variable_cost_per_unit,price_per_unit,units_sold,marketing_spend,employee_count,total_revenue,total_costs,profit_or_loss,status
14500,23.84,97.7,823,11986,199,80407.1,145606.32,-65199.22,Loss
10662,14.88,29.57,592,14007,172,17505.44,119477.96,-101972.52,Loss
17964,5.01,101.66,4467,10014,59,454115.22,79857.67,374257.55,Profit
16125,46.18,128.46,835,6148,184,107264.1,152833.3,-45569.2,Loss
9130,42.97,64.21,3355,2011,106,215424.55,208305.35,7119.2,Profit
2679,38.4,57.83,4685,19142,179,270933.55,291225,-20291.45,Loss
4506,12.55,25.99,2933,17115,125,76228.67,120930.15,-44701.48,Loss
14284,10.42,25.12,498,19626,16,12509.76,47099.16,-34589.4,Loss
8253,8.04,83.11,3360,8249,38,279249.6,62516.4,216733.2,Profit
10435,37.58,85.08,4635,1071,139,394345.8,255189.3,139156.5,Profit
12310,46.8,125.31,1955,18086,153,244981.05,198390,46591.05,Profit
14296,24.37,99.25,4609,12732,59,457443.25,168849.33,288593.92,Profit
19525,10.36,71.22,4459,10262,29,317569.98,90482.24,227087.74,Profit
14245,28.06,97.01,3301,13717,168,320230.01,204588.06,115641.95,Profit
12151,20.7,23.52,434,9731,8,10207.68,34865.8,-24658.12,Loss
11457,21.87,53.74,344,7109,98,18486.56,75089.28,-56602.72,Loss
3479,32.96,97.1,1288,15129,134,125064.8,128060.48,-2995.68,Loss
5452,37.34,39.27,4907,12773,173,192697.89,287952.38,-95254.49,Loss
6881,9.98,14.24,2866,17054,109,40811.84,107037.68,-66225.84,Loss
15069,6.6,91.94,1148,5651,181,105547.12,118796.8,-13249.68,Loss
3849,49.74,118.46,1787,6906,108,211688.02,153640.38,58047.64,Profit
8390,15.47,42.74,2239,14794,149,95694.86,132321.33,-36626.47,Loss
12922,7.42,76.53,2815,15393,57,215431.95,77702.3,137729.65,Profit
3489,13.54,92.99,1272,688,76,118283.28,59399.88,58883.4,Profit
10823,6.75,38.12,3292,13573,113,125491.04,103117,22374.04,Profit
10207,22.63,27.2,3949,7645,6,107412.8,110217.87,-2805.07,Loss
10540,41.11,134.46,4373,6427,191,587993.58,292241.03,295752.55,Profit
17364,20.36,55.53,460,1099,124,25543.8,89828.6,-64284.8,Loss
5611,24.99,36.53,3049,13633,134,111379.97,162438.51,-51058.54,Loss
6878,35.4,85.09,2995,12709,53,254844.55,152110,102734.55,Profit
17347,27.9,104.98,4836,12024,132,507683.28,230295.4,277387.88,Profit
1851,43.77,66.71,927,14817,9,61840.17,61742.79,97.38,Profit
19071,43.97,71.65,836,9645,69,59899.4,99974.92,-40075.52,Loss
7833,5.45,30.48,2159,14857,74,65806.32,71456.55,-5650.23,Loss
12938,40.01,139.19,2036,10317,111,283390.84,160215.36,123175.48,Profit
3427,25.73,46.27,928,2370,87,42938.56,73174.44,-30235.88,Loss
5000,49.5,107.48,1657,18908,4,178094.36,107929.5,70164.86,Profit
6052,26.75,119.35,2453,13021,186,292765.55,177690.75,115074.8,Profit
3738,49.41,64.95,120,5953,37,7794,34120.2,-26326.2,Loss
6387,38.96,136.07,2360,2327,71,321125.2,136159.6,184965.6,Profit
9002,16.19,110.99,4451,17423,6,494016.49,101486.69,392529.8,Profit
6536,29.23,117.8,3345,16725,51,394041,146535.35,247505.65,Profit
14479,49.65,71.89,811,7702,99,58302.79,111947.15,-53644.36,Loss
4913,43.59,107.36,4733,4938,178,508134.88,305162.47,202972.41,Profit
18450,9.38,85.71,2171,12639,96,186076.41,99452.98,86623.43,Profit
11636,36.79,135.41,3632,11718,142,491809.12,227975.28,263833.84,Profit
6726,20.55,39.41,4247,13424,11,167374.27,112925.85,54448.42,Profit
4373,5.31,82.15,1679,7216,10,137929.85,25504.49,112425.36,Profit
13161,23.16,57.7,4338,16588,189,250302.6,224717.08,25585.52,Profit
3082,15.56,33.95,1135,7318,13,38533.25,34560.6,3972.65,Profit
17281,41.85,84.57,2507,4786,121,212016.99,187484.95,24532.04,Profit
16305,20.18,99.77,4445,5239,162,443477.65,192244.1,251233.55,Profit
10817,42.24,89.26,3316,2589,60,295986.16,183473.84,112512.32,Profit
12261,5.03,59.24,503,6105,179,29797.72,110396.09,-80598.37,Loss
1417,18.85,118.37,2671,7322,5,316166.27,61587.35,254578.92,Profit
9808,15.85,56.36,668,3821,160,37648.48,104216.8,-66568.32,Loss
4267,15.51,77.43,686,12273,12,53116.98,33179.86,19937.12,Profit
18209,8.07,45.23,2398,19433,180,108461.54,146993.86,-38532.32,Loss
6745,13.42,53.31,4924,1716,141,262498.44,145041.08,117457.36,Profit
12338,30,99.87,3086,5385,85,308198.82,152803,155395.82,Profit
1412,18.11,111.96,2299,12670,182,257396.04,146716.89,110679.15,Profit
8543,23.78,78.47,2771,9433,117,217440.37,142370.38,75069.99,Profit
8587,21.96,99.03,2399,10406,122,237572.97,132675.04,104897.93,Profit
1728,44.42,54.25,4482,12736,182,243148.5,304554.44,-61405.94,Loss
12657,45.74,67.64,2044,3297,41,138256.16,129946.56,8309.6,Profit
6988,27.18,77.89,2870,1318,48,223544.3,110312.6,113231.7,Profit
19888,19.86,22.84,1121,8934,51,25603.64,76585.06,-50981.42,Loss
3967,9.81,35.84,2081,8426,175,74583.04,120307.61,-45724.57,Loss
15527,47.9,100.12,1299,13217,178,130055.88,179966.1,-49910.22,Loss
17048,7.71,10.19,1345,12569,118,13705.55,98986.95,-85281.4,Loss
18506,18.39,45.58,3606,512,96,164361.48,133332.34,31029.14,Profit
18955,18.41,70.3,377,6394,76,26503.1,70289.57,-43786.47,Loss
6073,19.42,77.16,846,19901,46,65277.36,65403.32,-125.96,Loss
6104,12.39,105.04,2911,7892,100,305771.44,100063.29,205708.15,Profit
3143,40.24,105.13,4810,16602,38,505675.3,232299.4,273375.9,Profit
8357,10.51,52.57,2843,1189,92,149456.51,85425.93,64030.58,Profit
13043,33.57,126.67,3144,12432,141,398250.48,201519.08,196731.4,Profit
4440,10.57,89.27,3027,12266,150,270220.29,123701.39,146518.9,Profit
6644,8.17,28.97,1012,13792,130,29317.64,93704.04,-64386.4,Loss
11518,45.92,59.87,1318,15363,93,78908.66,133903.56,-54994.9,Loss
15552,13.56,81.47,422,17886,77,34380.34,77660.32,-43279.98,Loss
3914,41.96,98.39,4430,7908,13,435867.7,204204.8,231662.9,Profit
14584,29.51,108.69,2618,11194,57,284550.42,131535.18,153015.24,Profit
13144,8.5,82.64,4952,8642,162,409233.28,144878,264355.28,Profit
15397,48,110.9,4792,2265,147,531432.8,321178,210254.8,Profit
9787,16.11,114.76,3743,15737,137,429546.68,154323.73,275222.95,Profit
15191,43.68,97.51,1654,6278,116,161281.54,151715.72,9565.82,Profit
1728,12.6,24.8,145,2791,95,3596,53846,-50250,Loss
18749,43.43,126.43,4419,5366,161,558694.17,296532.17,262162,Profit
1698,5.6,31.53,3991,8929,155,125836.23,110476.6,15359.63,Profit
8186,28.03,105.98,1250,11084,173,132475,140807.5,-8332.5,Loss
15512,39.62,135.37,3994,12247,130,540667.78,251001.28,289666.5,Profit
14923,47.07,117.05,4929,18468,79,576939.45,304899.03,272040.42,Profit
17779,45.91,105.92,181,1807,57,19171.52,56395.71,-37224.19,Loss
8400,41.88,88.46,3165,2585,95,279975.9,191035.2,88940.7,Profit
5171,44.97,82.05,1440,16915,57,118152,115342.8,2809.2,Profit
5360,13.96,49.91,1199,791,144,59842.09,94889.04,-35046.95,Loss
3502,17.79,81.79,3560,4186,107,291172.4,124520.4,166652,Profit
18101,18,93.38,3697,13079,79,345225.86,137226,207999.86,Profit
6486,21.97,90.14,857,2142,134,77249.98,94456.29,-17206.31,Loss
9335,22.7,43.34,4889,9269,14,211889.26,136584.3,75304.96,Profit
5491,29.5,79.4,100,4409,27,7940,26350,-18410,Loss
12130,12.19,91.56,3258,18107,38,298302.48,88952.02,209350.46,Profit
8651,36.11,84.2,105,12768,147,8841,98710.55,-89869.55,Loss
2167,12.54,66.67,3714,11344,165,247612.38,142584.56,105027.82,Profit
2062,18.96,96.3,793,9138,127,76365.9,89735.28,-13369.38,Loss
19540,27.65,94.12,4588,4873,4,431822.56,153271.2,278551.36,Profit
12174,40.84,82.37,2926,11733,58,241014.62,172404.84,68609.78,Profit
5729,38.28,127.93,129,19463,137,16502.97,98630.12,-82127.15,Loss
10348,34.05,51.14,4522,18306,113,231255.08,239128.1,-7873.02,Loss
6334,12.01,111.57,3990,8058,168,445164.3,146311.9,298852.4,Profit
9924,29.62,42.39,3016,13771,143,127848.24,184528.92,-56680.68,Loss
5330,8.94,11.42,3778,7245,4,43144.76,48350.32,-5205.56,Loss
7801,21.98,111.09,4586,19493,52,509458.74,154094.28,355364.46,Profit
5846,23.61,48.86,175,19965,146,8550.5,102942.75,-94392.25,Loss
7731,6.79,80.03,268,7234,181,21448.04,107284.72,-85836.68,Loss
16368,17.33,98.62,997,14360,187,98324.14,141506.01,-43181.87,Loss
18337,48,134.04,4423,8750,99,592858.92,288891,303967.92,Profit
3539,47.91,147.08,644,9150,182,94719.52,134543.04,-39823.52,Loss
8056,20.85,50.96,190,16987,169,9682.4,113504.5,-103822.1,Loss
12516,6.94,78.25,2943,17625,188,230289.75,144565.42,85724.33,Profit
12493,13.06,25.48,3105,10264,93,79115.4,109808.3,-30692.9,Loss
2542,22.65,63.92,1680,11393,117,107385.6,110487,-3101.4,Loss
14964,47.65,132.6,926,13342,4,122787.6,74429.9,48357.7,Profit
18575,11.35,48.75,4255,5223,85,207431.25,114592.25,92839,Profit
7313,39.36,98.88,2710,12104,167,267964.8,209582.6,58382.2,Profit
18924,9.89,60.76,3440,5703,7,209014.4,62148.6,146865.8,Profit
14807,49.16,114.11,4941,3476,125,563817.51,323682.56,240134.95,Profit
10580,22.17,119.49,2079,7926,151,248419.71,140097.43,108322.28,Profit
18749,39.89,46.41,4874,9119,85,226202.34,264791.86,-38589.52,Loss
9691,20.42,78.24,2602,15202,63,203580.48,109525.84,94054.64,Profit
8494,33.25,119.69,3661,6986,193,438185.09,233708.25,204476.84,Profit
5312,13.64,62.3,1090,6990,123,67907,88669.6,-20762.6,Loss
2324,11.57,20.34,364,14614,169,7403.76,105649.48,-98245.72,Loss
4141,47.21,103.7,3509,18828,89,363883.3,233128.89,130754.41,Profit
2810,46.29,80.17,4222,6473,95,338477.74,252219.38,86258.36,Profit
7588,44.94,61.28,3075,13947,119,188436,219225.5,-30789.5,Loss
6301,33.14,118.19,2996,16358,44,354097.24,143946.44,210150.8,Profit
16485,41.37,94.01,3286,13671,102,308916.86,217097.82,91819.04,Profit
12714,8.11,101.5,3730,16817,45,378595,82281.3,296313.7,Profit
5748,20.07,100.87,4857,6021,197,489925.59,207748.99,282176.6,Profit
10435,19.12,88.72,3156,13391,117,280000.32,142668.72,137331.6,Profit
4709,33.6,35.1,1587,17295,51,55703.7,100827.2,-45123.5,Loss
14116,21.02,64.37,3922,11187,65,252459.14,140243.44,112215.7,Profit
10576,11.68,32.23,1917,746,54,61784.91,60712.56,1072.35,Profit
11150,31.84,123.01,4999,11509,184,614926.99,273827.16,341099.83,Profit
7530,41.65,59.93,1211,2671,72,72575.23,96639.15,-24063.92,Loss
11188,22.2,51.52,3970,12023,120,204534.4,171345,33189.4,Profit
15683,10.95,63.12,3932,16028,168,248187.84,158766.4,89421.44,Profit
1504,13.85,40.92,2806,15776,186,114821.52,149143.1,-34321.58,Loss
2214,15.69,37.47,1962,7957,143,73516.14,112454.78,-38938.64,Loss
2531,18.5,78.81,314,2560,19,24746.34,20400,4346.34,Profit
1823,33.93,43.73,4478,3834,10,195822.94,162595.54,33227.4,Profit
18312,32.04,38.8,4965,13587,16,192642,198977.6,-6335.6,Loss
6029,36.32,74.17,1352,1444,171,100277.84,142077.64,-41799.8,Loss
14428,21.31,93.66,1244,5861,159,116513.04,126298.64,-9785.6,Loss
17517,42.08,98.01,1576,15138,108,154463.76,152973.08,1490.68,Profit
3105,14.18,57.04,3654,5784,16,208424.16,68702.72,139721.44,Profit
4627,26.11,83.12,4444,9744,80,369385.28,170403.84,198981.44,Profit
13972,41.04,78.22,2298,11416,28,179749.56,133697.92,46051.64,Profit
2852,13.11,106.79,1208,10009,190,129002.32,123697.88,5304.44,Profit
5910,9.94,16.38,4417,13264,148,72350.46,137078.98,-64728.52,Loss
12003,44.77,112.44,4680,15391,163,526219.2,318417.6,207801.6,Profit
14843,20.43,109.67,3563,14503,187,390754.21,195638.09,195116.12,Profit
12704,35.77,116.35,2128,10366,9,247592.8,103688.56,143904.24,Profit
16761,6.14,25.36,1194,833,104,30279.84,76925.16,-46645.32,Loss
7190,36.05,66.35,118,9956,138,7829.3,90399.9,-82570.6,Loss
18640,19.22,91.21,3767,11869,45,343588.07,125410.74,218177.33,Profit
6645,7.51,16.85,3058,19829,109,51527.3,103939.58,-52412.28,Loss
10588,32.44,113.81,876,13718,143,99697.56,124223.44,-24525.88,Loss
12829,15.84,88.01,1219,5156,30,107284.19,52293.96,54990.23,Profit
9053,22.41,95.64,1033,12910,48,98796.12,69112.53,29683.59,Profit
4330,8.63,19.55,4626,3165,168,90438.3,131417.38,-40979.08,Loss
9662,11.62,83.68,4027,7631,91,336979.36,109586.74,227392.62,Profit
8114,18.41,86.71,3384,5435,91,293426.64,121348.44,172078.2,Profit
14323,9.04,92.3,2390,915,74,220597,73843.6,146753.4,Profit
2353,45.99,51.11,2065,1207,44,105542.15,120529.35,-14987.2,Loss
11975,5.27,8.56,1502,3184,174,12857.12,110074.54,-97217.42,Loss
12023,26.77,64.7,2183,7994,134,141240.1,145455.91,-4215.81,Loss
1667,10.55,26.28,1089,6680,117,28618.92,78335.95,-49717.03,Loss
10337,18.85,75.13,4773,14511,24,358595.49,126819.05,231776.44,Profit
14659,46.67,138.49,4263,3059,7,590382.87,220172.21,370210.66,Profit
4719,12.28,52.04,3516,8637,6,182972.64,59532.48,123440.16,Profit
8483,48.46,133.11,3076,4471,118,409446.36,221016.96,188429.4,Profit
1539,14.26,15.28,4307,3457,161,65810.96,146913.82,-81102.86,Loss
5964,38.37,56.05,2797,18613,85,156771.85,174397.89,-17626.04,Loss
5835,29.6,33.61,4312,10593,110,144926.32,199063.2,-54136.88,Loss
7042,44.8,78.29,4445,13451,166,347999.05,302629,45370.05,Profit
15837,29.93,120.84,3545,526,172,428377.8,208464.85,219912.95,Profit
8312,29.06,39.66,3905,3083,145,154872.3,197374.3,-42502,Loss
6320,13.8,74.83,611,3555,31,45721.13,33806.8,11914.33,Profit
14216,12.48,58.18,2253,7301,165,131079.54,132134.44,-1054.9,Loss
3779,46.24,140.15,3469,2158,139,486180.35,235843.56,250336.79,Profit
18308,19.75,32.88,1194,4451,133,39258.72,112840.5,-73581.78,Loss
2581,21.74,43.73,2749,7799,64,120213.77,102143.26,18070.51,Profit
13677,39.19,43.11,1601,10433,76,69019.11,124853.19,-55834.08,Loss
6713,20.25,64.21,4071,12779,131,261398.91,167429.75,93969.16,Profit
17639,47.84,76.35,610,4637,56,46573.5,79458.4,-32884.9,Loss
5804,38.21,125.33,1237,11923,63,155033.21,96492.77,58540.44,Profit
19222,31.88,92.77,3183,2214,105,295286.91,175410.04,119876.87,Profit
11136,44.64,106.43,3461,11888,38,368354.23,196523.04,171831.19,Profit
1009,7.23,60.89,1739,3847,54,105887.71,44428.97,61458.74,Profit
6124,16.57,26.66,4457,2486,130,118823.62,147462.49,-28638.87,Loss
2015,25.93,70.99,2473,4044,2,175558.27,71183.89,104374.38,Profit
3193,15.21,115.16,1419,17585,140,163412.04,112360.99,51051.05,Profit
9415,38.48,122.17,630,10146,40,76967.1,63803.4,13163.7,Profit
14550,46.36,135.81,1026,4286,2,139341.06,67401.36,71939.7,Profit
15512,24.07,106.57,4322,14915,105,460595.54,186957.54,273638,Profit
5158,20.4,31.6,4659,19355,125,147224.4,182056.6,-34832.2,Loss
7970,48.27,71.79,2406,14784,80,172726.74,178891.62,-6164.88,Loss
7938,25.02,26.33,168,7159,185,4423.44,111800.36,-107376.92,Loss
14772,27.01,58.06,1592,3544,47,92431.52,84815.92,7615.6,Profit
19017,20.82,32.57,4912,4383,164,159983.84,207667.84,-47684,Loss
11344,45.93,93.74,3093,19824,132,289937.82,239229.49,50708.33,Profit
8266,30.6,98.64,1022,15851,152,100810.08,131390.2,-30580.12,Loss
9702,39.3,126.88,965,18704,91,122439.2,111830.5,10608.7,Profit
1384,41.53,116.7,1487,16262,101,173532.9,129901.11,43631.79,Profit
1404,20.38,114.3,636,19686,190,72694.8,129051.68,-56356.88,Loss
9175,24.52,30.86,400,19347,130,12344,103330,-90986,Loss
16158,43.18,45.39,4641,3871,15,210654.99,227927.38,-17272.39,Loss
13763,21.35,87.82,2612,9027,49,229385.84,103056.2,126329.64,Profit
19384,40.73,70.38,1920,10616,112,135129.6,164201.6,-29072,Loss
10860,47.34,73.44,322,3288,35,23647.68,46891.48,-23243.8,Loss
6989,33.04,66.8,2977,4625,116,198863.6,167974.08,30889.52,Profit
16106,38.37,66.08,4408,4106,94,291280.64,236346.96,54933.68,Profit
18844,41.23,92.86,3489,18424,175,323988.54,268619.47,55369.07,Profit
4636,43.03,87.6,3091,9266,24,270771.6,158907.73,111863.87,Profit
11916,22.78,74.51,3998,720,60,297890.98,133710.44,164180.54,Profit
5809,7.31,74.91,1814,10705,77,135886.74,68274.34,67612.4,Profit
14456,23.08,62.41,4340,11333,48,270859.4,149956.2,120903.2,Profit
16444,35.32,61.2,1820,1253,151,111384,157479.4,-46095.4,Loss
6997,25.27,42.72,1572,14375,140,67155.84,131096.44,-63940.6,Loss
3048,38.7,74.3,881,7988,41,65458.3,65630.7,-172.4,Loss
13338,21.06,95.5,611,7706,157,58350.5,112411.66,-54061.16,Loss
18100,33.56,109.47,3590,10180,198,392997.3,247760.4,145236.9,Profit
5544,13.39,80.41,4186,8438,179,336596.26,159532.54,177063.72,Profit
5976,38.72,62.89,1529,18845,128,96158.81,148023.88,-51865.07,Loss
13775,29.56,88.78,4516,6458,151,400930.48,229225.96,171704.52,Profit
11015,14.18,71.68,1255,16270,31,89958.4,60580.9,29377.5,Profit
4419,18.14,67.08,706,7135,149,47358.48,98860.84,-51502.36,Loss
15430,38.69,94.14,3990,9129,24,375618.6,190932.1,184686.5,Profit
8239,26.72,76.41,639,17666,9,48825.99,47479.08,1346.91,Profit
15489,14.72,71.7,4376,13369,150,313759.2,168272.72,145486.48,Profit
17633,48.53,120.37,4954,17103,132,596312.98,341153.62,255159.36,Profit
11357,37.18,49.03,1421,9719,77,69671.63,112408.78,-42737.15,Loss
18154,48.07,123.28,4624,8529,131,570046.72,314458.68,255588.04,Profit
5363,24.22,38.67,3801,16772,120,146984.67,174195.22,-27210.55,Loss
11176,26.38,33.98,3809,17173,156,129429.82,206830.42,-77400.6,Loss
18461,45.41,143.04,2150,17263,90,307536,178355.5,129180.5,Profit
9427,28.63,124.37,1934,12665,117,240531.58,135962.42,104569.16,Profit
9580,36.83,43.81,797,11543,110,34916.57,105476.51,-70559.94,Loss
5858,16.35,61.23,513,10070,121,31410.99,84815.55,-53404.56,Loss
11040,25.1,44.54,803,7386,98,35765.62,87581.3,-51815.68,Loss
16254,10.56,59.61,632,2458,15,37673.52,32885.92,4787.6,Profit
12470,14.27,97.46,2255,10819,136,219772.3,123467.85,96304.45,Profit
2252,5.04,100.15,4164,2683,176,417024.6,113921.56,303103.04,Profit
7996,6.77,70.56,4200,4274,52,296352,66704,229648,Profit
13173,48.98,85.02,4077,14772,55,346626.54,255136.46,91490.08,Profit
5673,15.91,76.64,4866,1277,37,372930.24,102868.06,270062.18,Profit
16781,34.85,66.74,3403,3066,132,227116.22,204441.55,22674.67,Profit
14051,42.76,133.83,2858,10595,55,382486.14,174354.08,208132.06,Profit
7881,29.78,116.95,3653,11453,12,427218.35,134120.34,293098.01,Profit
7949,11.89,68.15,3963,7904,147,270078.45,136473.07,133605.38,Profit
10521,37.77,70.93,1469,578,185,104196.17,159083.13,-54886.96,Loss
9017,32.01,62.06,2217,2081,37,137587.02,100564.17,37022.85,Profit
7941,37.91,42.22,2194,14566,7,92630.68,109181.54,-16550.86,Loss
11209,39.64,121.41,2217,8467,55,269165.97,135057.88,134108.09,Profit
18715,48.89,94.48,1610,8339,28,152112.8,119766.9,32345.9,Profit
10550,30.81,64,1226,2662,37,78464,69485.06,8978.94,Profit
5637,20.37,68.01,1318,18369,189,89637.18,145353.66,-55716.48,Loss
5854,34.18,116.24,3637,14413,75,422764.88,182079.66,240685.22,Profit
11320,8.08,21.42,1216,19504,114,26046.72,97649.28,-71602.56,Loss
19564,45.38,131.29,3625,1464,167,475926.25,269030.5,206895.75,Profit
5892,10.37,100.22,2891,11239,106,289736.02,100110.67,189625.35,Profit
8043,19.75,114.47,1920,3173,151,219782.4,124636,95146.4,Profit
17521,41.71,82.06,3979,5793,180,326516.74,279278.09,47238.65,Profit
5164,31.88,54.38,2317,2218,110,125998.46,136247.96,-10249.5,Loss
8941,22.71,60.7,2936,11124,84,178215.2,128741.56,49473.64,Profit
15388,26.3,60.26,209,1728,11,12594.34,28112.7,-15518.36,Loss
6569,43.45,61.89,2708,11102,66,167598.12,168333.6,-735.48,Loss
5300,20.3,81.42,3813,2340,13,310454.46,91543.9,218910.56,Profit
7269,44.13,92.32,4784,17381,169,441658.88,320267.92,121390.96,Profit
4818,8.97,95.67,1105,17420,177,105715.35,120649.85,-14934.5,Loss
13015,39.96,44.14,383,7624,15,16905.62,43443.68,-26538.06,Loss
13234,43.14,107.88,3646,9856,56,393330.48,208378.44,184952.04,Profit
19290,13.18,89.71,941,18855,182,84417.11,141547.38,-57130.27,Loss
7254,24.37,100.56,3037,8087,159,305400.72,168852.69,136548.03,Profit
18144,12.45,101.17,4497,4027,189,454961.49,172658.65,282302.84,Profit
8350,36.8,109.97,1412,799,186,155277.64,154110.6,1167.04,Profit
16183,29.09,121.94,975,19270,188,118891.5,157815.75,-38924.25,Loss
7238,33.59,67.52,2493,13090,53,168327.36,130567.87,37759.49,Profit
7090,13.84,64.66,2627,4463,61,169861.82,78410.68,91451.14,Profit
12637,14.53,16.92,4030,5187,128,68187.6,140379.9,-72192.3,Loss
13647,6.87,8.56,2455,4671,42,21014.8,56183.85,-35169.05,Loss
10911,19.49,44.26,1469,13567,29,65017.94,67608.81,-2590.87,Loss
9472,30.19,41.17,2925,4195,155,120422.25,179472.75,-59050.5,Loss
19271,43.61,70.37,109,9612,44,7670.33,55636.49,-47966.16,Loss
4266,35.01,53.54,2574,7742,133,137811.96,168623.74,-30811.78,Loss
1666,24.59,28.41,3847,10441,180,109293.27,196704.73,-87411.46,Loss
5188,47.89,138.91,2709,3200,113,376307.19,194622.01,181685.18,Profit
18055,37.37,39.18,4146,17889,106,162440.28,243880.02,-81439.74,Loss
11161,46.86,120.73,1628,18585,181,196548.44,196534.08,14.36,Profit
12314,28.74,44.8,4456,13839,180,199628.8,244218.44,-44589.64,Loss
13891,16.65,107.96,3155,16334,38,340613.8,101755.75,238858.05,Profit
5777,7.38,96.77,757,11584,172,73254.89,108947.66,-35692.77,Loss
4900,37.67,103.41,1830,3662,181,189240.3,167998.1,21242.2,Profit
14716,10.46,78.01,2463,8806,115,192138.63,106784.98,85353.65,Profit
7981,18.62,20.15,3456,13637,130,69638.4,150968.72,-81330.32,Loss
7376,28.96,127.46,2211,2637,109,281814.06,128543.56,153270.5,Profit
17907,30.4,118.31,3589,16914,182,424614.59,234926.6,189687.99,Profit
19777,32.03,121.65,658,6448,84,80045.7,89300.74,-9255.04,Loss
19977,12.48,78.75,358,15193,163,28192.5,121137.84,-92945.34,Loss
